	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones
DIESEL	0	649309.6	0	32723	0	57291.1	0	51118.4	0	63118.6	0	51511.5	0	80130.7	0	24322.1	0	42804.2	0	66069.1	0	48572	0	48227	0	83421.9
ESTA&O	0	171.1	0	26.5	0	5.6	0	23.3	0	6.9	0	22.3	0	5.9	0	0.8	0	7.3	0	19.4	0	3.6	0	30.3	0	19.3
GASES INDUSTRIALES	0	7712.3	0	1032.1	0	174.3	0	667.5	0	556.5	0	1133.1	0	959.5	0	1038	0	13.5	0	891.4	0	703.1	0	40.2	0	503.1
GASOLINA	0	772837.7	0	63694.8	0	35744.9	0	77995.9	0	71518.1	0	73362.9	0	69997.2	0	50094.3	0	70198	0	69409.5	0	58351.1	0	56385.9	0	76085.2
GAS PROPANO	7.2	154951.1	7.2	20262.2	0	15950.5	0	16828.2	0	6.3	0	11433.8	0	31358.2	0	0.7	0	14964.8	0	14220.4	0	1452	0	12493	0	15981
HIERRO Y ACERO	5826.9	4548.7	417.6	561.5	437.2	190.2	422	286.9	825.5	301.7	783.8	287.2	812.7	338.3	0	648.9	0	294.4	0.3	525	0	446.1	0	217	2127.9	451.5
KEROSENE	0	66920.2	0	5163.2	0	5158.6	0	5322	0	3357.7	0	6123.8	0	6328	0	1373.1	0	1742.3	0	6449.2	0	6511.7	0	8302.9	0	11087.8
MAGNESIO	0	30.5	0	0	0	0	0	11.3	0	0.3	0	0	0	5.1	0	0	0	4.3	0	0	0	1.1	0	4	0	4.3
MARMOL	0.1	10.4	0	0.1	0	0	0.1	9.3	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0.8	0	0
NIQUEL	0	24.3	0	0.3	0	0	0	0.1	0	3	0	0	0	0.4	0	0.2	0	0.1	0	9.8	0	0	0	0.9	0	9.6
OTROS DERIVADOS DE PETROLEO	4.5	147976.5	0	9024.3	0	8179.9	0	14963.6	0	12008.7	0	16861.4	0	12170.4	0	11635.7	0	9389.9	4.5	8606.7	0	12752.1	0	15707.9	0	16676
OTROS METALES COMUNES	0	143	0	20.3	0	1.6	0	17.6	0	32.7	0	0	0	5.5	0	4.6	0	7.7	0	26.7	0	6.1	0	2.6	0	17.6
PETROLEO	84483.2	0	5866.5	0	3669.8	0	4891.6	0	6188.2	0	0	0	17634.4	0	9009.4	0	0	0	8084.5	0	8856.7	0	10422.4	0	9859.7	0
PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS	250394.6	2029.5	20671.6	22.9	18665.7	44.7	26892.4	25.6	18728	269.6	14028.8	19.1	24163.7	39.3	19058.5	18.4	27223.3	456.5	19703.8	743.8	16806	31.1	24763.3	337.3	19689.4	21.2
PLOMO	1223.8	135.5	0	0.7	0	10.7	0	13.6	0	10.8	0	21.2	0	2.3	0	17.4	0	20.5	0	9.1	1223.8	1.6	0	19.2	0	8.5
PRODUCTOS MINERALES DIVERSOS	9	24490.9	0	399.3	0	4587.3	0	541.1	0	388.2	0	401.9	0.1	607.1	0	591.8	0	516.8	8.6	4953.6	0	4902.6	0.1	568.6	0.1	6032.7
ZINC	52.6	730.9	0	9.8	0	73	0	23.2	0	26.3	20.5	34.6	0	36.5	0	24.2	0	21.9	0	14.7	0	7	0	196.6	32.2	263
