,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones
COBRE Y SUS MANUFACTURAS,0.00,46.20,0.00,10.80,0.00,1.60,0.00,0.00,0.00,0.10,0.00,23.80,0.00,8.10,0.00,1.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00
DESPERDICIOS Y DESECHOS DE METALES (CHATARRA),0.00,0.10,0,0,0.00,0,0.00,0.00,0.00,0.10,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0.00
GASES INDUSTRIALES,0.00,0.60,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.3,0.00,0,0.00,0,0.00,0.3,0,0,0.00,0
HIERRO Y ACERO,0.00,"30,271.00",0,281.6,0,308.7,0,"11,012.30",0,439.4,0,265.5,0,"2,219.10",0,185.4,0,311.4,0,"3,149.30",0,490.8,0,"9,255.60",0,"2,351.90"
MAGNESIO,0.00,165.70,0.00,28.2,0,0,0,0,0,0.1,0,0,0,28.4,0,0,0,0,0,28.2,0,53,0,0,0,27.8
NIQUEL,0.00,3.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
OTROS DERIVADOS DE PETROLEO,0.00,591.10,0.00,28.80,0.00,0.00,0.00,32.60,0.00,0.00,0.00,24.80,0.00,0.00,0.00,44.10,0.00,63.50,0.00,59.60,0.00,172.70,0.00,97.40,0.00,67.60
PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS,0.00,1.30,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.10
PLOMO,"4,804.30",0.00,331.60,0.00,0.00,0.00,332.50,0.00,345.30,0.00,338.60,0.00,331.70,0.00,633.40,0.00,337.00,0.00,701.20,0.00,707.20,0.00,0.00,0.00,745.90,0.00
PRODUCTOS MINERALES DIVERSOS,0.00,206.50,0.00,15.40,0.00,15.40,0.00,33.30,0.00,37.40,0.00,60.80,0.00,22.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20
ZINC,0.00,23.40,0.00,0.00,0.00,0.00,0.00,9.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00
INDUSTRIAS MANUFACTURERAS,"10,740.30","224,760.00",124.50,"18,244.70","1,917.30","14,891.50",145.50,"15,595.90",611.50,"11,346.30","2,281.10","18,161.10","2,405.60","16,109.00","1,228.90","16,343.50",527.80,"19,619.30",639.20,"30,187.40",296.10,"23,322.00",215.20,"22,238.10",347.60,"18,701.30"
ABONOS Y FERTILIZANTES,0.00,83.70,0.00,0.00,0.00,0.00,0.00,83.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALIMENTOS PREPARADOS PARA ANIMALES,0.00,"1,137.80",0.00,82.90,0.00,55.60,0.00,0.00,0.00,58.00,0.00,17.80,0.00,156.00,0.00,70.70,0.00,143.60,0.00,192.10,0.00,92.80,0.00,268.30,0.00,0.00
APARATOS ELECTROMECANICOS DE USO DOMESTICO,9.00,"4,414.50",3.80,304.80,0.30,525.00,0.00,235.10,0.00,439.10,0.20,717.80,0.00,179.60,0.00,266.80,0.00,47.60,4.20,402.60,0.00,608.50,0.40,405.30,0.10,282.30
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,0.60,431.70,0.20,131.3,0.00,71.90,0.00,4.80,0.00,34.60,0.00,39.80,0.00,0.00,0.00,1.90,0.00,5.90,0.10,0.00,0.20,70.00,0.10,68.90,0.10,2.70
APARATOS TRANSMISORES Y RECEPTORES,2.10,87.70,0.10,0.20,0.00,36.80,0.00,7.10,1.80,0.20,0.00,3.30,0.00,19.20,0.00,5.70,0.00,0.00,0.10,0.50,0.10,1.30,0.00,1.80,0.00,11.50
ARMAS Y MUNICIONES,0.00,213.50,0.00,0.00,0.00,62.00,0.00,0.00,0.00,84.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,1.10,0.00,0.00,0.00,66.00,0.00,0.00
ARTICULOS DE VESTUARIO,395.10,439.50,4.10,30.00,0.20,25.10,0.00,36.70,0.00,30.80,117.50,19.30,8.60,31.80,70.40,44.90,18.30,21.90,34.50,42.90,0.20,25.90,72.50,71.40,68.90,58.70
AZUCAR,0.00,2.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.90,0.00,0.00,0.00,0.00,0.00,0.00
AZUCARES Y ARTICULOS DE CONFITERIA,403.60,264.80,30.50,8.00,39.90,0,77.20,60.40,31.30,23.40,51.30,30.00,18.80,14.70,71.90,0.00,0.00,12.40,0.00,64.90,0.00,0.00,30.60,39.20,52.00,11.80
BATERIAS ELECTRICAS,0.00,117.20,0.00,9.70,0.00,0.20,0.00,0.10,0.00,10.80,0.00,21.70,0.00,0.00,0.00,0.50,0.00,7.60,0.00,0.00,0.00,0.00,0.00,66.60,0.00,0.00
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,49.00,77.60,0.00,0.00,0.00,0.10,49.00,16.2,0.00,0,0.00,0.30,0.00,0.00,0.00,16.20,0.00,0.00,0.00,0.00,0.00,12.30,0.00,16.20,0.00,16.20
CAFE SOLUBLE Y MOLIDO,0.00,532.30,0.00,178.30,0.00,26.20,0.00,136.80,0.00,28.20,0.00,56.20,0.00,58.10,0.00,0.00,0.00,48.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CALZADO,5.40,"3,040.80",0.10,128.30,0.00,282.10,0.00,351.10,0.00,145.80,0.00,204.60,5.00,413.20,0.00,137.20,0.00,267.80,0.00,136.10,0.30,240.60,0.00,492.00,0.00,242.00
CERAS,0.00,174.00,0.00,5.60,0.00,5.60,0.00,33.80,0.00,30.90,0.00,8.00,0.00,0.00,0.00,13.10,0.00,13.60,0.00,15.50,0.00,4.20,0.00,0.50,0.00,43.30
CLAVOS Y TORNILLOS,0.10,187.70,0.00,11.10,0.00,10.30,0.00,5.90,0.00,4.90,0.00,16.70,0.00,29.30,0.00,23.90,0.00,33.40,0.00,8.90,0.10,15.80,0.00,22.00,0.00,5.50
DETERGENTES Y JABONES,7.50,"1,587.80",0.00,79.40,0.00,289.20,0.00,175.70,0.00,119.00,0.00,53.40,0.00,159.20,0.00,109.30,0.00,183.20,0.00,124.20,7.50,46.40,0.00,91.30,0.00,157.50
GRASAS Y ACEITES COMESTIBLES,0.00,461.20,0.00,119.60,0.00,0.00,0.00,0.00,0.00,23.30,0.00,70.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,166.20,0.00,0.00,0.00,0.00,0.00,81.70
HARINAS DE CEREALES,1.10,178.60,0.00,0.00,0.00,0.00,0.00,42.90,0.00,0.40,0.00,0.70,0.00,43.20,0.00,0.80,0.00,0.00,0.00,3.20,0.00,43.90,1.10,0.00,0.00,43.50
HERRAMIENTAS ARTICULOS DE CUCHILLERIA,6.20,"2,303.80",0.50,120.20,0.00,121.20,0.00,73.10,0.00,260.70,0.00,240.40,0.00,32.90,0.00,186.60,0.00,479.70,5.40,64.10,0.10,333.20,0.00,281.30,0.00,110.40
HILOS E HILAZAS,0.00,436.40,0.00,0.00,0.00,9.30,0.00,46.00,0.00,128.00,0.00,6.30,0.00,47.70,0.00,24.00,0.00,0.00,0.00,89.80,0.00,0.00,0.00,46.40,0.00,39.00
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES","3,691.60","2,226.70",0.00,52.90,"1,797.80",515.50,0.00,189.20,0.00,92.10,0.00,0.00,63.00,287.10,"1,022.80",135.40,298.00,60.50,396.60,9.40,60.10,274.20,53.40,461.50,0.00,148.90
INSTRUMENTAL MEDICO Y OTROS,1.50,"2,342.90",0.10,340.70,0.00,258.50,0.10,70.20,0.00,138.40,0.10,256.40,0.50,190.20,0.00,288.70,0.00,90.20,0.40,222.50,0.30,119.40,0.00,121.40,0.00,246.40
"JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES",3.70,77.60,0.60,0.10,0.00,9.70,0.00,0.00,0.00,0.00,0.40,0.00,0.00,40.60,0.00,0.40,0.00,21.90,1.60,0.00,0.70,0.00,0.30,0.10,0.10,4.80
LAMINA Y ALAMBRE,0.00,"1,839.70",0.00,507.10,0.00,339.90,0.00,310.60,0.00,89.40,0.00,373.20,0.00,23.90,0.00,75.90,0.00,4.60,0.00,61.40,0.00,39.30,0.00,9.50,0.00,4.70
LECHE Y OTROS PRODUCTOS LACTEOS,0.00,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00
MANUFACTURAS DE CAUCHO,0.00,726.90,0.00,47.20,0.00,43.50,0.00,62.30,0.00,41.1,0.00,24.10,0.00,80.80,0.00,35.40,0.00,181.00,0.00,66.60,0.00,25.5,0.00,75.40,0.00,44
MANUFACTURAS DE CERAMICA,2.20,"5,840.00",0.30,756.90,0.10,512.80,0.00,547.20,0.00,378.10,0.00,637.10,0.00,431.20,0.00,420.40,0.00,341.60,0.00,632.10,1.40,372.70,0.30,544.50,0.10,265.40
MANUFACTURAS DE CUERO,0.10,78.50,0.00,0.40,0.00,0.00,0.00,3.20,0.00,0.30,0.10,0.00,0.00,16.50,0.00,0.00,0.00,12.20,0.00,0.00,0.00,1.50,0.00,2.60,0.00,41.60
MANUFACTURAS DE MADERA,0.30,"8,362.30",0.00,874.50,0.00,671.00,0.00,850.40,0.00,625.30,0.00,"1,215.60",0.00,391.30,0.00,729.90,0.00,313.60,0.00,501.40,0.30,868.50,0.00,363.70,0.00,957.00
MANUFACTURAS DE PAPEL Y CARTON,5.10,"1,425.80",1.10,3.10,0.10,55.70,0.00,56.10,0.00,1.50,0.50,118.10,0.00,168.00,0.00,62.10,0.00,272.00,2.00,286.80,1.30,353.10,0.10,29.90,0.00,19.20
"MANUFACTURAS DE PIEDRA, CEMENTO, YESO, ETC",0.00,842.80,0.00,84.90,0.00,193.70,0.00,35.10,0.00,93.60,0.00,9.90,0.00,33.80,0.00,35.40,0.00,111.40,0.00,44.60,0.00,33.00,0.00,58.10,0.00,109.40
MANUFACTURAS DE PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS,0.00,89.60,0.00,6.4,0.00,22.9,0.00,0.00,0.00,3.9,0.00,1.7,0.00,1,0.00,0.00,0.00,10.80,0.00,2.40,0.00,22.40,0.00,9.80,0.00,8.40
MANUFACTURAS DE PIELES,0.00,108.70,0.00,5.10,0.00,19.90,0.00,0.00,0.00,0.00,0.00,20.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.80,0.00,0.00,0.00,0.00
MANUFACTURAS DIVERSAS,1.50,"5,849.10",0.00,448.70,0.00,534.50,0.00,496.70,0.00,251.80,0.10,665.60,0.00,489.70,0.00,308.60,0.00,502.80,0.10,790.10,1.40,322.10,0.00,774.00,0.00,264.60
MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS,52.60,"61,641.40",3.00,"3,776.60",7.10,"2,657.60",6.50,"1,250.80",0.00,"2,639.80",6.70,"3,146.10",13.80,"4,429.90",0.00,"5,708.50",0.80,"6,250.30",7.00,"8,204.80",7.00,"8,449.60",0.20,"9,083.20",0.60,"6,044.30"
MATERIALES PLASTICOS Y SUS MANUFACTURAS,651.70,"31,564.70",1.00,"2,197.70",0.00,"2,695.00",1.50,"5,988.40",64.00,"1,814.30",81.80,"3,019.30",106.40,"1,704.70",49.60,"2,539.50",65.60,"3,353.00",77.10,"2,733.70",101.00,"2,456.20",27.80,"1,509.60",76.00,"1,553.40"
MATERIALES TEXTILES (TEJIDOS O TELAS),0.20,"1,078.20",0.00,98.30,0.00,90.50,0.00,149.80,0.00,0.00,0.00,105.30,0.00,136.80,0.20,146.00,0.00,50.40,0.00,47.00,0.00,103.80,0.00,129.10,0.00,21.10
"MUEBLES PARA EL HOGAR, OFICINA, MEDICOQUIRURGICO, ETC.",16.00,"2,280.90",4.50,147.40,0.20,112.40,0.00,299.00,0.00,128.70,1.70,141.90,0.00,123.00,0.00,133.80,0.00,323.90,6.20,165.40,0.00,203.70,3.20,217.50,0.10,284.10
NEUMATICOS Y TUBOS,11.20,"5,242.80",0.00,671.50,0.00,436.40,11.20,383.00,0.00,331.20,0.00,422.90,0.00,438.30,0.00,242.00,0.00,234.70,0.00,453.50,0.00,761.20,0.00,356.40,0.00,511.60
"OBJETOS DE ARTE, PARA COLECCIONES Y ANTIGUEDADES",4.10,3.00,0.10,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,2.50,0.00,0.00,3.00,0.80,0.00,0.20,0.00,0.20,0.00,0.00,0.00
OTRAS MANUFACTURAS DE METALES COMUNES,651.20,"2,381.70",73.50,203.90,71.30,59.60,0.00,33.10,0.00,124.60,0.80,300.80,71.00,277.20,0.00,87.90,141.60,400.00,73.70,203.50,71.00,267.60,0.50,128.80,147.80,294.70
OTROS ACEITES ESENCIALES,96.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.80,0.00,0.00,0.00,9.50,0.00,9.50,0.00,0.00,0.00,26.90,0.00,8.60,0.00,23.90,0.00,0.60,0.00
PAPEL Y CARTON,2.90,"12,676.80",0.00,690.00,0.00,444.30,0.00,345.00,0.00,319.40,0.00,"1,293.20",2.90,"1,396.80",0.00,"1,060.60",0.00,"1,146.50",0.00,"1,326.40",0.00,"1,530.30",0.00,"1,242.80",0.00,"1,881.60"
PESCADO Y MOLUSCOS,0.00,"1,955.10",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,722.40,0.00,120.70,0.00,361.70,0.00,308.50,0.00,441.90
PINTURAS Y BARNICES,35.10,"1,377.50",0.00,115.20,0.00,42.30,0.00,115.00,1.40,24.10,0.00,153.20,0.00,74.60,0.70,212.60,0.00,106.50,0.00,67.70,33.00,174.40,0.00,94.30,0.00,197.50
"POLVORA, EXPLOSIVOS Y ARTICULOS DE PIROTECNIA",0.00,62.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PREPARADOS A BASE DE CEREALES,0.00,644.20,0.00,57.10,0.00,9.90,0.00,59.00,0.00,14.30,0.00,42.70,0.00,13.50,0.00,59.10,0.00,22.00,0.00,10.00,0.00,124.10,0.00,16.60,0.00,215.90
"PREPARADOS DE CARNE, PESCADO, CRUSTACEOS Y MOLUSCOS",0.00,237.70,0.00,0.00,0.00,0.00,0.00,52.20,0.00,34.30,0.00,37.80,0.00,33.60,0.00,0.00,0.00,56.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.20
PREPARADOS DE LEGUMBRES Y HORTALIZAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
PREPARADOS DE FRUTAS,0.00,232.80,0.00,0.00,0.00,121.10,0.00,0.00,0.00,18.60,0.00,18.60,0.00,74.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.10
"PRODUCTOS DE PERFUMERIA, TOCADOR Y COSMETICOS",0.00,"2,369.30",0.00,363.10,0.00,149.90,0.00,142.70,0.00,129.30,0.00,254.10,0.00,172.40,0.00,272.20,0.00,158.40,0.00,251.40,0.00,183.50,0.00,162.90,0.00,129.60
PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA,"4,542.30","14,734.90",0.00,"1,845.90",0.00,"1,666.30",0.00,"1,187.10",495.20,943.00,"2,008.70","1,614.10","2,036.00","1,291.00",1.30,711.80,0.00,"1,459.50",0.00,942.40,0.00,986.70,0.00,"1,011.80",1.20,"1,075.30"
PRODUCTOS FARMACEUTICOS,0.00,"9,402.10",0.00,"1,351.00",0.00,363.20,0.00,456.90,0.00,646.30,0.00,"1,333.60",0.00,513.90,0.00,550.60,0.00,691.30,0.00,686.40,0.00,763.60,0.00,900.90,0.00,"1,144.40"
PRODUCTOS FOTOGRAFICOS Y CINEMATOGRAFICOS,0.00,33.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,15.10,0.00,2.60,0.00,6.40,0.00,0.00,0.00,0.00,0.00,7.90,0.00,0.00,0.00,0.00,0.00,0.00
"ROPA DE CAMA, DE MESA, TOCADOR, COCINA Y BA&O",3.00,66.30,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,31.60,0.00,0.30,0.00,0.00,0.00,0.00,1.00,32.70,1.40,1.50,0.10,0.00,0.00,0.00
"SALSAS, CONDIMENTOS Y SAZONADORES COMPUESTOS",0.00,66.10,0.00,23.40,0.00,22.80,0.00,1.10,0.00,1.30,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.10,0.00,2.90,0.00,0.00,0.00,1.90
"SOMBREROS, PARAGUAS, TAPASOLES, OTROS",0.10,157.90,0.00,0.10,0.00,0.00,0.10,0.10,0.00,26.20,0.00,1.40,0.00,0.80,0.00,17.10,0.00,0.10,0.00,0.00,0.00,0.00,0.00,109.90,0.00,2.00
TABACO ELABORADO,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40
TUBERIA Y SUS ACCESORIOS,0.50,616.20,0.00,38.30,0.00,22.40,0.00,42.60,0.00,21.60,0.00,52.40,0.00,82.30,0.00,64.10,0.00,51.70,0.00,55.70,0.00,21.80,0.50,129.50,0.00,33.90
VEHICULOS Y MATERIAL DE TRANSPORTE,85.20,"27,851.60",0.00,"1,240.40",0.00,"1,090.10",0.00,990.40,0.00,934.50,11.00,"1,288.50",70.00,"1,967.40",0.00,"1,373.60",3.50,"1,286.80",0.60,"10,852.40",0.00,"2,855.30",0.00,"2,390.90",0.10,"1,581.20"
VIDRIO Y SUS MANUFACTURAS,1.70,"2,097.10",0.50,"1,087.20",0.00,209.30,0.00,167.70,0.00,41.5,0.10,71.40,0.00,32.6,0.00,170.1,0.00,51.8,1.10,80.2,0.00,84.90,0.10,57.50,0.00,42.8
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
